"","gene_name","KO_ID","gene_des","EC","ENTREZID","pathway_id","pathway_name","level1_pathway_name","level2_pathway_name"
"1241","PLA2G4E","K16342","phospholipase A2 group IVE","3.1.1.4","123745","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1242","PLA2G4A","K16342","phospholipase A2 group IVA","3.1.1.4","5321","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1243","JMJD7-PLA2G4B","K16342","JMJD7-PLA2G4B readthrough","3.1.1.4","8681","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1244","PLA2G4B","K16342","phospholipase A2 group IVB","3.1.1.4","100137049","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1245","PLA2G4C","K16342","phospholipase A2 group IVC","3.1.1.4","8605","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1246","PLA2G4D","K16342","phospholipase A2 group IVD","3.1.1.4","283748","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1247","PLA2G4F","K16342","phospholipase A2 group IVF","3.1.1.4","255189","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1248","PLA2G6","K16343","phospholipase A2 group VI","3.1.1.4","8398","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1249","PLB1","K14621","phospholipase B1","3.1.1.4 3.1.1.5","151056","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1250","PLAAT3","K16817","phospholipase A and acyltransferase 3","3.1.1.32 3.1.1.4","11145","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1251","PLAAT2","K16817","phospholipase A and acyltransferase 2","3.1.1.32 3.1.1.4","54979","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1252","ALOX15","K00460","arachidonate 15-lipoxygenase","1.13.11.33","246","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1253","CYP1A2","K07409","cytochrome P450 family 1 subfamily A member 2","1.14.14.1","1544","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1254","CYP2C8","K17718","cytochrome P450 family 2 subfamily C member 8","1.14.14.1","1558","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1255","CYP2C9","K17719","cytochrome P450 family 2 subfamily C member 9","1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-","1559","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1256","CYP2C19","K17721","cytochrome P450 family 2 subfamily C member 19","1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-","1557","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1257","CYP2J2","K07418","cytochrome P450 family 2 subfamily J member 2","1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75","1573","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1258","CYP2E1","K07415","cytochrome P450 family 2 subfamily E member 1","1.14.14.-","1571","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1259","CYP3A4","K17689","cytochrome P450 family 3 subfamily A member 4","1.14.13.32 1.14.14.55 1.14.14.56 1.14.14.57 1.14.14.73 1.14.14.-","1576","hsa00591","Linoleic acid metabolism","Metabolism","Lipid metabolism"
"1260","PLA2G10","K01047","phospholipase A2 group X","3.1.1.4","8399","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1261","PLA2G2D","K01047","phospholipase A2 group IID","3.1.1.4","26279","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1262","PLA2G2E","K01047","phospholipase A2 group IIE","3.1.1.4","30814","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1263","PLA2G3","K01047","phospholipase A2 group III","3.1.1.4","50487","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1264","PLA2G2F","K01047","phospholipase A2 group IIF","3.1.1.4","64600","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1265","PLA2G12A","K01047","phospholipase A2 group XIIA","3.1.1.4","81579","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1266","PLA2G12B","K01047","phospholipase A2 group XIIB","3.1.1.4","84647","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1267","PLA2G1B","K01047","phospholipase A2 group IB","3.1.1.4","5319","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1268","PLA2G5","K01047","phospholipase A2 group V","3.1.1.4","5322","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1269","PLA2G2A","K01047","phospholipase A2 group IIA","3.1.1.4","5320","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1270","PLA2G2C","K01047","phospholipase A2 group IIC","3.1.1.4","391013","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1271","PLA2G4E","K16342","phospholipase A2 group IVE","3.1.1.4","123745","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1272","PLA2G4A","K16342","phospholipase A2 group IVA","3.1.1.4","5321","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1273","JMJD7-PLA2G4B","K16342","JMJD7-PLA2G4B readthrough","3.1.1.4","8681","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1274","PLA2G4B","K16342","phospholipase A2 group IVB","3.1.1.4","100137049","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1275","PLA2G4C","K16342","phospholipase A2 group IVC","3.1.1.4","8605","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1276","PLA2G4D","K16342","phospholipase A2 group IVD","3.1.1.4","283748","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1277","PLA2G4F","K16342","phospholipase A2 group IVF","3.1.1.4","255189","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1278","PLA2G6","K16343","phospholipase A2 group VI","3.1.1.4","8398","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1279","PLB1","K14621","phospholipase B1","3.1.1.4 3.1.1.5","151056","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1280","PLAAT3","K16817","phospholipase A and acyltransferase 3","3.1.1.32 3.1.1.4","11145","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1281","PLAAT2","K16817","phospholipase A and acyltransferase 2","3.1.1.32 3.1.1.4","54979","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1282","FADS2","K10226","fatty acid desaturase 2","1.14.19.3","9415","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1283","ACOX3","K00232","acyl-CoA oxidase 3, pristanoyl","1.3.3.6","8310","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1284","ACOX1","K00232","acyl-CoA oxidase 1","1.3.3.6","51","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1285","ACAA1","K07513","acetyl-CoA acyltransferase 1","2.3.1.16","30","hsa00592","alpha-Linolenic acid metabolism","Metabolism","Lipid metabolism"
"1286","ELOVL1","K10247","ELOVL fatty acid elongase 1","2.3.1.199","64834","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1287","ELOVL2","K10205","ELOVL fatty acid elongase 2","2.3.1.199","54898","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1288","ELOVL3","K10248","ELOVL fatty acid elongase 3","2.3.1.199","83401","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1289","ELOVL4","K10249","ELOVL fatty acid elongase 4","2.3.1.199","6785","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1290","ELOVL5","K10244","ELOVL fatty acid elongase 5","2.3.1.199","60481","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1291","ELOVL6","K10203","ELOVL fatty acid elongase 6","2.3.1.199","79071","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1292","ELOVL7","K10250","ELOVL fatty acid elongase 7","2.3.1.199","79993","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1293","HSD17B12","K10251","hydroxysteroid 17-beta dehydrogenase 12","1.1.1.62 1.1.1.330","51144","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1294","HACD2","K10703","3-hydroxyacyl-CoA dehydratase 2","4.2.1.134","201562","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1295","HACD1","K10703","3-hydroxyacyl-CoA dehydratase 1","4.2.1.134","9200","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1296","HACD4","K10703","3-hydroxyacyl-CoA dehydratase 4","4.2.1.134","401494","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1297","HACD3","K10703","3-hydroxyacyl-CoA dehydratase 3","4.2.1.134","51495","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1298","TECR","K10258","trans-2,3-enoyl-CoA reductase","1.3.1.93","9524","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1299","SCD","K00507","stearoyl-CoA desaturase","1.14.19.1","6319","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1300","SCD5","K00507","stearoyl-CoA desaturase 5","1.14.19.1","79966","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1301","FADS2","K10226","fatty acid desaturase 2","1.14.19.3","9415","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1302","FADS1","K10224","fatty acid desaturase 1","1.14.19.44","3992","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1303","ACOX3","K00232","acyl-CoA oxidase 3, pristanoyl","1.3.3.6","8310","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1304","ACOX1","K00232","acyl-CoA oxidase 1","1.3.3.6","51","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1305","HSD17B4","K12405","hydroxysteroid 17-beta dehydrogenase 4","1.1.1.- 4.2.1.107 4.2.1.119","3295","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1306","ACAA1","K07513","acetyl-CoA acyltransferase 1","2.3.1.16","30","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1307","SCP2","K08764","sterol carrier protein 2","2.3.1.176","6342","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1308","ACOT4","K01068","acyl-CoA thioesterase 4","3.1.2.2","122970","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1309","ACOT2","K01068","acyl-CoA thioesterase 2","3.1.2.2","10965","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1310","ACOT1","K01068","acyl-CoA thioesterase 1","3.1.2.2","641371","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1311","ACOT7","K17360","acyl-CoA thioesterase 7","3.1.2.2","11332","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1312","BAAT","K00659","bile acid-CoA:amino acid N-acyltransferase","2.3.1.65 3.1.2.2","570","hsa01040","Biosynthesis of unsaturated fatty acids","Metabolism","Lipid metabolism"
"1313","NUDT9","K13988","nudix hydrolase 9","3.6.1.13","53343","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1314","ADPRM","K01517","ADP-ribose/CDP-alcohol diphosphatase, manganese dependent","3.6.1.13 3.6.1.16 3.6.1.53","56985","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1315","NUDT5","K13987","nudix hydrolase 5","3.6.1.13 3.6.1.58 2.7.7.96","11164","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1316","PGM1","K01835","phosphoglucomutase 1","5.4.2.2","5236","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1317","PGM2","K15779","phosphoglucomutase 2","5.4.2.2 5.4.2.7","55276","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1318","PRPS1L1","K00948","phosphoribosyl pyrophosphate synthetase 1 like 1","2.7.6.1","221823","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1319","PRPS2","K00948","phosphoribosyl pyrophosphate synthetase 2","2.7.6.1","5634","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1320","PRPS1","K00948","phosphoribosyl pyrophosphate synthetase 1","2.7.6.1","5631","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1321","PPAT","K00764","phosphoribosyl pyrophosphate amidotransferase","2.4.2.14","5471","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1322","GART","K11787","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase","6.3.4.13 2.1.2.2 6.3.3.1","2618","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1323","PFAS","K01952","phosphoribosylformylglycinamidine synthase","6.3.5.3","5198","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1324","PAICS","K01587","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase","4.1.1.21 6.3.2.6","10606","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1325","ADSL","K01756","adenylosuccinate lyase","4.3.2.2","158","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1326","ATIC","K00602","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","2.1.2.3 3.5.4.10","471","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1327","APRT","K00759","adenine phosphoribosyltransferase","2.4.2.7","353","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1328","NT5C2","K01081","5'-nucleotidase, cytosolic II","3.1.3.5","22978","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1329","NT5C1A","K01081","5'-nucleotidase, cytosolic IA","3.1.3.5","84618","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1330","NT5C1B","K01081","5'-nucleotidase, cytosolic IB","3.1.3.5","93034","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1331","NT5C","K01081","5', 3'-nucleotidase, cytosolic","3.1.3.5","30833","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1332","NT5M","K01081","5',3'-nucleotidase, mitochondrial","3.1.3.5","56953","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1333","NT5C1B-RDH14","K01081","NT5C1B-RDH14 readthrough","3.1.3.5","100526794","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1334","NT5DC4","K01081","5'-nucleotidase domain containing 4","3.1.3.5","284958","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1335","NT5E","K19970","5'-nucleotidase ecto","3.1.3.5","4907","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1336","PNP","K03783","purine nucleoside phosphorylase","2.4.2.1","4860","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1337","LACC1","K05810","laccase domain containing 1","2.4.2.1 2.4.2.28 3.5.4.4","144811","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1338","HPRT1","K00760","hypoxanthine phosphoribosyltransferase 1","2.4.2.8","3251","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1339","IMPDH1","K00088","inosine monophosphate dehydrogenase 1","1.1.1.205","3614","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1340","IMPDH2","K00088","inosine monophosphate dehydrogenase 2","1.1.1.205","3615","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1341","NME6","K00940","NME/NM23 nucleoside diphosphate kinase 6","2.7.4.6","10201","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1342","NME7","K00940","NME/NM23 family member 7","2.7.4.6","29922","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1343","NME2","K00940","NME/NM23 nucleoside diphosphate kinase 2","2.7.4.6","4831","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1344","NME4","K00940","NME/NM23 nucleoside diphosphate kinase 4","2.7.4.6","4833","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1345","NME1","K00940","NME/NM23 nucleoside diphosphate kinase 1","2.7.4.6","4830","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1346","NME3","K00940","NME/NM23 nucleoside diphosphate kinase 3","2.7.4.6","4832","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1347","NME1-NME2","K00940","NME1-NME2 readthrough","2.7.4.6","654364","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1348","AK9","K18533","adenylate kinase 9","2.7.4.3 2.7.4.6","221264","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1349","ENTPD3","K01510","ectonucleoside triphosphate diphosphohydrolase 3","3.6.1.5","956","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1350","ENTPD8","K01510","ectonucleoside triphosphate diphosphohydrolase 8","3.6.1.5","377841","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1351","ENTPD1","K01510","ectonucleoside triphosphate diphosphohydrolase 1","3.6.1.5","953","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1352","CANT1","K12304","calcium activated nucleotidase 1","3.6.1.6","124583","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1353","ENTPD4","K12305","ectonucleoside triphosphate diphosphohydrolase 4","3.6.1.6","9583","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1354","ENTPD5","K01511","ectonucleoside triphosphate diphosphohydrolase 5 (inactive)","3.6.1.6","957","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1355","ENTPD6","K01511","ectonucleoside triphosphate diphosphohydrolase 6","3.6.1.6","955","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1356","NUDT16","K16855","nudix hydrolase 16","3.6.1.62 3.6.1.64","131870","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1357","ITPA","K01519","inosine triphosphatase","3.6.1.66","3704","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1358","XDH","K00106","xanthine dehydrogenase","1.17.1.4 1.17.3.2","7498","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1359","NUDT2","K01518","nudix hydrolase 2","3.6.1.17","318","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1360","GMPS","K01951","guanine monophosphate synthase","6.3.5.2","8833","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1361","GMPR","K00364","guanosine monophosphate reductase","1.7.1.7","2766","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1362","GMPR2","K00364","guanosine monophosphate reductase 2","1.7.1.7","51292","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1363","GDA","K01487","guanine deaminase","3.5.4.3","9615","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1364","GUK1","K00942","guanylate kinase 1","2.7.4.8","2987","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1365","RRM1","K10807","ribonucleotide reductase catalytic subunit M1","1.17.4.1","6240","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1366","RRM2B","K10808","ribonucleotide reductase regulatory TP53 inducible subunit M2B","1.17.4.1","50484","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1367","RRM2","K10808","ribonucleotide reductase regulatory subunit M2","1.17.4.1","6241","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1368","HDDC2","K07023","HD domain containing 2","3.1.3.89","51020","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1369","DGUOK","K00904","deoxyguanosine kinase","2.7.1.113","1716","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1370","DCK","K00893","deoxycytidine kinase","2.7.1.74 2.7.1.76 2.7.1.113","1633","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1371","HDDC3","K21138","HD domain containing 3","3.1.7.2","374659","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1372","PRUNE1","K01514","prune exopolyphosphatase 1","3.6.1.11","58497","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1373","ADCY1","K08041","adenylate cyclase 1","4.6.1.1","107","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1374","ADCY2","K08042","adenylate cyclase 2","4.6.1.1","108","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1375","ADCY3","K08043","adenylate cyclase 3","4.6.1.1","109","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1376","ADCY4","K08044","adenylate cyclase 4","4.6.1.1","196883","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1377","ADCY5","K08045","adenylate cyclase 5","4.6.1.1","111","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1378","ADCY6","K08046","adenylate cyclase 6","4.6.1.1","112","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1379","ADCY7","K08047","adenylate cyclase 7","4.6.1.1","113","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1380","ADCY8","K08048","adenylate cyclase 8","4.6.1.1","114","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1381","ADCY9","K08049","adenylate cyclase 9","4.6.1.1","115","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1382","ADCY10","K11265","adenylate cyclase 10","4.6.1.1","55811","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1383","GUCY1A2","K12318","guanylate cyclase 1 soluble subunit alpha 2","4.6.1.2","2977","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1384","GUCY1A1","K12318","guanylate cyclase 1 soluble subunit alpha 1","4.6.1.2","2982","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1385","GUCY1B1","K12319","guanylate cyclase 1 soluble subunit beta 1","4.6.1.2","2983","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1386","GUCY2C","K12320","guanylate cyclase 2C","4.6.1.2","2984","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1387","GUCY2D","K12321","guanylate cyclase 2D, retinal","4.6.1.2","3000","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1388","GUCY2F","K12322","guanylate cyclase 2F, retinal","4.6.1.2","2986","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1389","NPR1","K12323","natriuretic peptide receptor 1","4.6.1.2","4881","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1390","NPR2","K12324","natriuretic peptide receptor 2","4.6.1.2","4882","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1391","PDE1A","K13755","phosphodiesterase 1A","3.1.4.17","5136","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1392","PDE1B","K13755","phosphodiesterase 1B","3.1.4.17","5153","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1393","PDE1C","K13755","phosphodiesterase 1C","3.1.4.17","5137","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1394","PDE2A","K18283","phosphodiesterase 2A","3.1.4.17","5138","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1395","PDE3A","K19021","phosphodiesterase 3A","3.1.4.17","5139","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1396","PDE3B","K13296","phosphodiesterase 3B","3.1.4.17","5140","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1397","PDE5A","K13762","phosphodiesterase 5A","3.1.4.35","8654","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1398","PDE6A","K08718","phosphodiesterase 6A","3.1.4.35","5145","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1399","PDE6B","K13756","phosphodiesterase 6B","3.1.4.35","5158","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1400","PDE6C","K13757","phosphodiesterase 6C","3.1.4.35","5146","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1401","PDE6D","phosphodiesterase 6D [KO:K13758]","phosphodiesterase 6D","phosphodiesterase 6D [KO:K13758]","5147","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1402","PDE6G","phosphodiesterase 6G [KO:K13759]","phosphodiesterase 6G","phosphodiesterase 6G [KO:K13759]","5148","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1403","PDE6H","phosphodiesterase 6H [KO:K13760]","phosphodiesterase 6H","phosphodiesterase 6H [KO:K13760]","5149","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1404","PDE9A","K13761","phosphodiesterase 9A","3.1.4.35","5152","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1405","PDE10A","K18438","phosphodiesterase 10A","3.1.4.17 3.1.4.35","10846","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1406","PDE11A","K13298","phosphodiesterase 11A","3.1.4.17 3.1.4.35","50940","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1407","ADSS1","K01939","adenylosuccinate synthase 1","6.3.4.4","122622","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1408","ADSS2","K01939","adenylosuccinate synthase 2","6.3.4.4","159","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1409","AMPD2","K01490","adenosine monophosphate deaminase 2","3.5.4.6","271","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1410","AMPD3","K01490","adenosine monophosphate deaminase 3","3.5.4.6","272","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1411","AMPD1","K01490","adenosine monophosphate deaminase 1","3.5.4.6","270","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1412","ADK","K00856","adenosine kinase","2.7.1.20","132","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1413","ADA","K01488","adenosine deaminase","3.5.4.4","100","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1414","ADA2","K19572","adenosine deaminase 2","3.5.4.4","51816","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1415","AK7","K00939","adenylate kinase 7","2.7.4.3","122481","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1416","AK4","K00939","adenylate kinase 4","2.7.4.3","205","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1417","AK5","K00939","adenylate kinase 5","2.7.4.3","26289","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1418","AK2","K00939","adenylate kinase 2","2.7.4.3","204","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
"1419","AK1","K00939","adenylate kinase 1","2.7.4.3","203","hsa00230","Purine metabolism","Metabolism","Nucleotide metabolism"
