"","gene_name","KO_ID","gene_des","EC","ENTREZID","pathway_id","pathway_name","level1_pathway_name","level2_pathway_name"
"30644","DRD2","dopamine receptor D2 [KO:K04145]","dopamine receptor D2","dopamine receptor D2 [KO:K04145]","1813","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30645","GNAI1","G protein subunit alpha i1 [KO:K04630]","G protein subunit alpha i1","G protein subunit alpha i1 [KO:K04630]","2770","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30646","GNAI3","G protein subunit alpha i3 [KO:K04630]","G protein subunit alpha i3","G protein subunit alpha i3 [KO:K04630]","2773","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30647","GNAI2","G protein subunit alpha i2 [KO:K04630]","G protein subunit alpha i2","G protein subunit alpha i2 [KO:K04630]","2771","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30648","ADCY5","K08045","adenylate cyclase 5","4.6.1.1","111","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30649","PRKACA","K04345","protein kinase cAMP-activated catalytic subunit alpha","2.7.11.11","5566","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30650","PRKACB","K04345","protein kinase cAMP-activated catalytic subunit beta","2.7.11.11","5567","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30651","PRKACG","K04345","protein kinase cAMP-activated catalytic subunit gamma","2.7.11.11","5568","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30652","DRD1","dopamine receptor D1 [KO:K04144]","dopamine receptor D1","dopamine receptor D1 [KO:K04144]","1812","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30653","UBA1","K03178","ubiquitin like modifier activating enzyme 1","6.2.1.45","7317","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30654","UBA7","K10698","ubiquitin like modifier activating enzyme 7","6.2.1.45","7318","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30655","UBA52","ubiquitin A-52 residue ribosomal protein fusion product 1 [KO:K02927]","ubiquitin A-52 residue ribosomal protein fusion product 1","ubiquitin A-52 residue ribosomal protein fusion product 1 [KO:K02927]","7311","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30656","RPS27A","ribosomal protein S27a [KO:K02977]","ribosomal protein S27a","ribosomal protein S27a [KO:K02977]","6233","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30657","UBB","ubiquitin B [KO:K04551]","ubiquitin B","ubiquitin B [KO:K04551]","7314","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30658","UBC","ubiquitin C [KO:K08770]","ubiquitin C","ubiquitin C [KO:K08770]","7316","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30659","UBE2L3","K04552","ubiquitin conjugating enzyme E2 L3","2.3.2.23","7332","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30660","UBE2L6","K04553","ubiquitin conjugating enzyme E2 L6","2.3.2.23","9246","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30661","UBE2J2","K04554","ubiquitin conjugating enzyme E2 J2","2.3.2.23","118424","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30662","UBE2J1","K10578","ubiquitin conjugating enzyme E2 J1","2.3.2.23","51465","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30663","UBE2G2","K04555","ubiquitin conjugating enzyme E2 G2","2.3.2.23","7327","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30664","UBE2G1","K10575","ubiquitin conjugating enzyme E2 G1","2.3.2.23","7326","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30665","PRKN","K04556","parkin RBR E3 ubiquitin protein ligase","2.3.2.31","5071","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30666","SNCA","synuclein alpha [KO:K04528]","synuclein alpha","synuclein alpha [KO:K04528]","6622","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30667","GPR37","G protein-coupled receptor 37 [KO:K04243]","G protein-coupled receptor 37","G protein-coupled receptor 37 [KO:K04243]","2861","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30668","SEPTIN5","septin 5 [KO:K04557]","septin 5","septin 5 [KO:K04557]","5413","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30669","SNCAIP","synuclein alpha interacting protein [KO:K04558]","synuclein alpha interacting protein","synuclein alpha interacting protein [KO:K04558]","9627","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30670","PSMA6","K02730","proteasome 20S subunit alpha 6","3.4.25.1","5687","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30671","PSMA2","K02726","proteasome 20S subunit alpha 2","3.4.25.1","5683","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30672","PSMA4","K02728","proteasome 20S subunit alpha 4","3.4.25.1","5685","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30673","PSMA7","K02731","proteasome 20S subunit alpha 7","3.4.25.1","5688","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30674","PSMA8","K02731","proteasome 20S subunit alpha 8","3.4.25.1","143471","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30675","PSMA5","K02729","proteasome 20S subunit alpha 5","3.4.25.1","5686","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30676","PSMA1","K02725","proteasome 20S subunit alpha 1","3.4.25.1","5682","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30677","PSMA3","K02727","proteasome 20S subunit alpha 3","3.4.25.1","5684","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30678","PSMB6","K02738","proteasome 20S subunit beta 6","3.4.25.1","5694","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30679","PSMB7","K02739","proteasome 20S subunit beta 7","3.4.25.1","5695","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30680","PSMB3","K02735","proteasome 20S subunit beta 3","3.4.25.1","5691","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30681","PSMB2","K02734","proteasome 20S subunit beta 2","3.4.25.1","5690","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30682","PSMB5","K02737","proteasome 20S subunit beta 5","3.4.25.1","5693","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30683","PSMB1","K02732","proteasome 20S subunit beta 1","3.4.25.1","5689","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30684","PSMB4","K02736","proteasome 20S subunit beta 4","3.4.25.1","5692","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30685","PSMC2","proteasome 26S subunit, ATPase 2 [KO:K03061]","proteasome 26S subunit, ATPase 2","proteasome 26S subunit, ATPase 2 [KO:K03061]","5701","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30686","PSMC1","proteasome 26S subunit, ATPase 1 [KO:K03062]","proteasome 26S subunit, ATPase 1","proteasome 26S subunit, ATPase 1 [KO:K03062]","5700","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30687","PSMC4","proteasome 26S subunit, ATPase 4 [KO:K03063]","proteasome 26S subunit, ATPase 4","proteasome 26S subunit, ATPase 4 [KO:K03063]","5704","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30688","PSMC6","proteasome 26S subunit, ATPase 6 [KO:K03064]","proteasome 26S subunit, ATPase 6","proteasome 26S subunit, ATPase 6 [KO:K03064]","5706","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30689","PSMC3","proteasome 26S subunit, ATPase 3 [KO:K03065]","proteasome 26S subunit, ATPase 3","proteasome 26S subunit, ATPase 3 [KO:K03065]","5702","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
"30690","PSMC5","proteasome 26S subunit, ATPase 5 [KO:K03066]","proteasome 26S subunit, ATPase 5","proteasome 26S subunit, ATPase 5 [KO:K03066]","5705","hsa05012","Parkinson disease","Human Diseases","Neurodegenerative disease"
